DOT,Legal_Name,Business_Address,Business_City,business_county,Business_State,Business_ZIP,Years_In_Business,Number Of Trucks ,Number Of Driver,Yearly Premium,BIPD_Required,Insurer,Filing_Locale,Building_Materials,Chemicals,Coal_Coke,Commodities_Dry_Bulk,Construction,Drive_Away_Towaway,Farm_Supplies,Fresh_Produce,Grain_Feed_Hay,Garbage_Refuse_Trash,General_Freight,Household_Goods,Intermodal_Cont,Liquid_Gas,Livestock,Logs_Poles_Beams_Lumber,Machinery_Large_Objects,Meat,Metal_Sheets_Coil_Rolls,Mobil_Homes,Motor_Vehicle,Oil_Field_Equipment,Paper_Product,Passengers,Refrigerated_Food,US_Mail,Utility,Water_Well,Interstate,Intrastate_Hazmat,Intrastate_Non_Hazmat,Authorized_For_Hire,Exempt_For_Hire,Private_Property,Private_Passenger_Business,Private_Passenger_Non_Businesss,Migrant,US_Mail_Class,Federal_Gov,State_Gov,Local_Gov,Other,Passenger_Auth,Household_Auth,Hazmat,OOS,Inspection_Radius,Safety_Rating,Safety_Rating_Date,ISS,issSource,Unsafe_Driving_Score,Unsafe_Driving_Alert,HOS_Score,HOS_Alert,Driver_Fitness_Score,Driver_Fitness_Alert,Controlled_Substance_Score,Controlled_Substance_Alert,Vehicle_Maintenance_Score,Vehicle_Maintenance_Alert,Hazmat_Score,Hazmat_Alert,Crash_Score,Crash_Alert
3140879,DSD TRANSPORT SERVICES INC,12425 SW 187TH ST,MIAMI,MIAMI-DADE,FL,33177,4,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1150,,,21,Safety,0,,,,0,,0,,,,,,,
3141155,DORADO TRUCK INC,1440 W 32 ST,HIALEAH,MIAMI-DADE,FL,33012,4,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,777,,,,,0,,,,,,0,,,,,,,
3141858,GENEXIX TRUCKING INC,13032 SURFSIDE DR,JACKSONVILLE,DUVAL,FL,32258,4,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,X,,,,,,,,,,X,,,,,X,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,416,,,,,,,,,,,0,,,,,,,
3142400,S & P LOGISTICS LLC,17625 NW 37TH CT,MIAMI GARDENS,MIAMI-DADE,FL,33055,4,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1060,,,1,Safety,0,,0,,,,0,,,,,,,
3142539,ALONDRA TRAVEL CORP,1708 KENYON CIR APT G,KISSIMMEE,OSCEOLA,FL,34741-6914,4,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3142977,HORSEPOWER LOGISTICS LLC,13298 82ND LANE NORTH,WEST PALM BEACH,PALM BEACH,FL,33412,4,1,1,18000,1000,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,0,,,,,,,,,,,,,,,,,,
3143034,SARMI TRANSPORT INC,1355 W 44TH PL APT 224,HIALEAH,MIAMI-DADE,FL,33012,4,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,X,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,1360,,,42,Safety,,,,,,,0,,,,,,,
3144187,MILLES LOGISTICS INC,4590 NW 79TH AVE APT 1C,DORAL,MIAMI-DADE,FL,33166,4,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1170,,,,,,,,,,,0,,,,,,,
3144286,SURFACE TRANSPORT LLC,616 S W 7TH ST APT #3,BELLE GLADE,PALM BEACH,FL,33430,4,1,1,18000,750,"OOIDA RISK RETENTION GROUP, INC.",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1437,,,40,Safety,,,,,,,0,,,,,,,
3144410,G&D LORENZO TRUCKING CORP,718 SE 8 ST APT 3,HIALEAH,MIAMI-DADE,FL,33010,4,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1088,,,,,0,,,,,,0,,,,,,,
3145261,JANY CORP,810 W ANDERSON ST,SELMA,JOHNSTON,NC,27576,4,1,1,18000,750,PROGRESSIVE SOUTHEASTERN INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,0,,,,,,,,,,,,,,,,,,
3145725,RIGHT HAND INVESTMENT GROUP LLC,8212 SIERRA OAKS BLVD,JACKSONVILLE,DUVAL,FL,32219,4,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,902,,,,,0,,,,,,0,,,,,,,
3146130,POLISHED PROS AUTO TRANSPORTATION SERVICES LLC,7390 SANDY CREEK DR,PENSACOLA,ESCAMBIA,FL,32506,4,1,1,18000,1000,"UNIVERSAL CASUALTY RISK RETENTION GROUP, INC",Federal,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,516,,,37,Safety,,,,,,,0,,,,,,,
3146357,MAREK AUTO TRANSPORT LLC,2700 MONTICELLO WAY,KISSIMMEE,OSCEOLA,FL,34741,4,1,1,18000,1000,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,964,,,47,Safety,0,,,,,,0,,56,,,,,
3146445,EVA EXPRESS INC,17150 N BAY RD APT 2716,SUNNY ISLES BEACH,MIAMI-DADE,FL,33160,4,1,1,18000,750,OCCIDENTAL FIRE AND CASUALTY CO. OF N.C.,Federal,,,,,,,,X,,,X,,,,,,,X,,,,,X,,X,,,X,X,,,X,,,,,,,,,,,,,N,N,1426,,,,,0,,,,,,0,,,,,,,
3146548,CHARNAY TRUCKING LLC,15021 NW 3RD AVE,MIAMI,MIAMI-DADE,FL,33168,4,1,1,18000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,N,N,358,,,,,0,,,,,,0,,,,,,,
3146867,D MARTIN TRANSPORTATION LLC,220 BALL PARK AVENUE,SEFFNER,HILLSBOROUGH,FL,33584,4,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,X,,,,,,,,,,,Y,N,73,,,,,,,,,,,0,,,,,,,
3148417,CARPANEDA INC,70 SOUTHBRIDGE ST UNIT 903,WORCESTER,WORCESTER,MA,1608,4,1,1,18000,1000,PROGRESSIVE CASUALTY INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,0,,,,,,,,,,,,,,,,,,
3148697,KEVIN TRUCKING SERVICES INC,5840 DAHLIA DR APT 3,ORLANDO,ORANGE,FL,32807,4,1,1,18000,750,"NATIONAL TRANSPORTATION INSURANCE CO RRG, LLC",Federal,X,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,131,,,,,0,,,,,,0,,,,,,,
3148811,F & J TRANSPORT USA CORP,1478 NW 99 ST,MIAMI,MIAMI-DADE,FL,33147-0000,4,1,1,18000,1000,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,1554,,,78,Safety,,,87,Y,,,0,,,,,,,
3149313,2MM LINES CORP,15270 SW 307TH RD,HOMESTEAD,MIAMI-DADE,FL,33033,4,1,1,18000,750,"ACCREDITED SURETY AND CASUALTY COMPANY, INC.",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,690,,,26,Safety,0,,0,,0,,0,,,,,,,
3149440,FNF TRUCKING INC,10800 SW 158TH LN,MIAMI,MIAMI-DADE,FL,33157,4,1,1,18000,750,"NATIONAL INDEPENDENT TRUCKERS INS. CO., RRG",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,684,,,,,,,,,,,0,,,,,,,
3150014,BETTER DAYZ TRUCKING INC,97 SPRING GLEN DR,DEBARY,VOLUSIA,FL,32713,4,1,1,18000,750,LANCER INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,51,,,,,0,,,,,,0,,,,,,,
3150771,HULSEY HAULING INC,15099 SE COUNTY ROAD 100A,STARKE,BRADFORD,FL,32091-8033,4,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3150794,RKD EXPRESS LLC,10304 W STATE ROAD 235,ALACHUA,ALACHUA,FL,32615,4,1,1,18000,750,CANAL INSURANCE CO.,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,374,,,,,0,,,,,,0,,,,,,,
3151136,JD COMMITTED TRANSPORT CORP,403 WATERVALE DR,ST AUGUSTINE,SAINT JOHNS,FL,32092,4,1,1,18000,750,CANAL INSURANCE CO.,Federal,X,,,X,X,,,,,,X,,,,,X,X,,X,,X,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,472,,,1,Safety,,,0,,,,0,,,,,,,
3151325,S D A TRUCKING CORPORATION,1706 W 10TH STREET,LEHIGH ACRES,LEE,FL,33972,4,1,1,18000,750,CANAL INSURANCE CO.,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,500,,,1,Safety,0,,0,,,,0,,,,,,,
3151642,RT ROGER TRANSPORT LLC,10350 SW 164 ST,MIAMI,MIAMI-DADE,FL,33157,3,1,1,18000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2329,,,32,Safety,0,,,,,,0,,,,,,,
3151777,NASH MOVING SERVICE INC,331 SE 24TH AVE,CAPE CORAL,LEE,FL,33990,3,1,1,18000,750,CAPACITY INSURANCE COMPANY,Federal,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,X,N,N,927,,,,,0,,,,,,0,,,,,,,
3151777,NASH MOVING SERVICE INC,331 SE 24TH AVE,CAPE CORAL,LEE,FL,33990,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,X,N,N,927,,,,,0,,,,,,0,,,,,,,
3152174,MUNOZ EXPRESS TRANSPORT CORP,6433 W 8 CT,HIALEAH,MIAMI-DADE,FL,33012,3,1,2,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2254,,,1,Safety,0,,0,,,,0,,,,,,,
3152427,BLUE REEF TRANSPORTATION CORP,11420 SW 191ST TERR,MIAMI,HERNANDO,FL,34609,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3153071,LAITH LOGISTICS LLC,2748 NW 104TH AVE APT 407,SUNRISE,BROWARD,FL,33322,3,1,1,18000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1242,,,,,0,,,,,,0,,,,,,,
3153241,1899 TRANSPORT INC,8937 CHERRY HILL DR,JACKSONVILLE,DUVAL,FL,32221,3,1,1,18000,750,"OOIDA RISK RETENTION GROUP, INC.",Federal,X,,,,,,X,,,,X,,,,,X,,,X,,,,X,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3153715,CENTRAL TRANSPORTATION FLEET INC,10714 CABBAGE TREE LOOP,ORLANDO,ORANGE,FL,32825,3,1,1,18000,1000,CONTINENTAL DIVIDE INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,262,,,,,0,,,,,,0,,,,,,,
3154165,CABOS TRUCKING LLC,1878 WENTWOOD COVE,LAKE MARY,,FL,32746,3,1,1,18000,750,PROGRESSIVE SOUTHEASTERN INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,395,,,,,0,,,,,,0,,,,,,,
3154188,ALEX FAST TRANSPORT INC,5611 SW 5 TERRACE,CORAL GABLES,MIAMI-DADE,FL,33134,3,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2246,,,1,Safety,0,,0,,,,0,,,,,,,
3154218,N&H TRANSPORTATION LLC,4810 SW 10TH ST,PLANTATION,BROWARD,FL,33317,3,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1087,,,15,Safety,0,,0,,0,,0,,,,,,,
3154519,ZOHEZ LOGISTICS LLC,100 NW 36TH CT,MIAMI,MIAMI-DADE,FL,33125,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2096,,,15,Safety,,,0,,0,,0,,,,,,,
3154585,BELLA & MORGAN TRUCKING INDUSTRIES LLC,938 E RIVER RD,WEWAHITCHKA,GULF,FL,32465,3,1,1,18000,750,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,Federal,,,,,X,,,,,,X,,X,,,,X,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,1097,,,1,Safety,0,,0,,,,0,,,,,,,
3155095,MATHEW'S EXPRESS CORP,8414 NW 103RD ST APT 102,HIALEAH,MIAMI-DADE,FL,33016,3,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1426,,,,,,,,,,,0,,,,,,,
3155329,NC TRUCK AND REPAIR INC,2431 ALOMA AVE STE 124,WINTER PARK,ORANGE,FL,32792,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,80,,,,,0,,,,,,0,,,,,,,
3155757,ENLIL TRANSPORTATION INC,148 PLANTATION BLVD,LAKE WORTH,PALM BEACH,FL,33467,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3155769,SUPERLYN TRANS LLC,15 CANTERBURY LN,TAMARAC,BROWARD,FL,33319-2403,3,1,1,18000,750,"NATIONAL INDEPENDENT TRUCKERS INS. CO., RRG",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,408,,,,,0,,,,,,0,,,,,,,
3156010,TREPAD TRUCKING LLC,15488 PIEDMONT AVE,PORT CHARLOTTE,CHARLOTTE,FL,33954,3,1,2,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,Y,1797,,,100,Safety,0,,95,Y,,,0,,,,,,,
3156487,MESSER TRUCKING LLC,505 SOMERHILL DR NE,ST PETERSBURG,PINELLAS,FL,33716,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,652,,,,,0,,,,,,0,,,,,,,
3156694,MORG TRUCKING LLC,959 HATTERAS TERRACE SE,PALM BAY,BREVARD,FL,32909,3,1,1,18000,1000,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,X,,X,,,,X,,,,,,X,X,,,,,X,,X,,,,X,,,X,,,,,,,,,,,,,N,N,503,,,25,Safety,,,,,0,,0,,,,,,,
3157080,MAG EXPRESS LLC,3253 POST ST,DELTONA,VOLUSIA,FL,32738,3,1,1,18000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1072,,,,,,,,,,,0,,,,,,,
3158672,SMALLS EXPRESS TRANSPORTATION LLC,1821 TROPHY BASS WAY,KISSIMMEE,OSCEOLA,FL,34746-4536,3,1,1,18000,750,LANCER INSURANCE COMPANY,Federal,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,223,,,40,Safety,,,,,,,0,,,,,,,
3159760,DOOR TO DOOR RELOCATION INC,5321 NW 25TH ST,LAUDERHILL,BROWARD,FL,33313,3,1,1,18000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3159770,FCM TRANSPORT LLC,5604 LONG IRON DR APT 1922,ORLANDO,ORANGE,FL,32839,3,1,1,18000,750,ARTISAN & TRUCKERS CASUALTY COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,454,,,56,Safety,0,,,,,,0,,,,,,95,Y
3159953,GEMA TRUCKING LLC,220 S ZAMBRIA ST,MONTURA RANCHES,HENDRY,FL,33440,3,1,1,18000,750,INDEMNITY INSURANCE CO. OF NORTH AMERICA,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,Y,1402,,,,,0,,,,,,0,,,,,,,
3160127,MASTER QUALITY CARGO CORP,1105 SW 83RD AVE,N LAUDERDALE,BROWARD,FL,33068,3,1,1,18000,750,CONTINENTAL DIVIDE INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,548,,,,,0,,,,,,0,,,,,,,
3160459,GATOR FREIGHTERS INC,712 S OCEAN SHORE BLVD,FLAGLER BEACH,FLAGLER,FL,32136,3,1,2,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,X,,,X,,,,,,,,,,,,,N,N,1779,,,,,,,,,,,0,,,,,,,
3160844,LBR LOGISTICS LLC,18232 MONTEVERDE DR,SPRING HILL,PASCO,FL,34610,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,X,,,,,,,,,,X,,X,,,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3160921,LESTER A LORENZO TRUCKING LLC,9030 SDTERLING LN,PORT RICHEY,PASCO,FL,34668,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2413,,,,,0,,,,,,0,,,,,,,
3161298,H&L TRANSPORT LLC,10340 NW 36TH CT,MIAMI,MIAMI-DADE,FL,33147,3,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,X,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,1113,,,,,,,,,,,0,,,,,,,
3161385,SASHY EXPRESS INC,16614 SW 70 PL,ARCHER,ALACHUA,FL,32618,3,1,1,18000,750,OCCIDENTAL FIRE AND CASUALTY CO. OF N.C.,Federal,X,,,,,,,,,,X,,,,,X,X,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1952,,,1,Safety,0,,0,,,,0,,,,,,,
3161420,JMQ TRANSPORT SERVICES LLC,3862 SW KOCERIK ST,PORT ST LUCIE,SAINT LUCIE,FL,34953,3,1,2,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,673,,,,,0,,,,,,0,,,,,,,
3162479,ARK TRANSPORT LLC,272 LAKE MONTEREY CIR,BOYNTON BEACH,PALM BEACH,FL,33426,3,1,1,18000,750,CANAL INSURANCE CO.,Federal,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,281,,,,,,,,,,,0,,,,,,,
3163118,MARCIAL TRUCKING INC,11430 TIARA WAY E,JACKSONVILLE,DUVAL,FL,32223,3,1,1,18000,750,NATIONAL CASUALTY COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,N,N,726,,,1,Safety,0,,0,,,,0,,,,,,,
3163277,INBOX TRANSPORT LLC,14845 MYAAKA CROWN DR,ORLANDO,ORANGE,FL,32828,3,1,1,18000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3163709,SEGA MOTORS INC,75 SCOTCH PEBBLE DR,ST JOHN'S,SAINT JOHNS,FL,32259,3,1,2,18000,750,LANCER INSURANCE COMPANY,Federal,X,,,,X,,,,,,X,,,,,X,X,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1202,,,56,Safety,97,Y,,,,,0,,,,,,,
3163856,BMD LOGISTIC LLC,2080 SW MCCALLISTER LANE,PORT ST LUCIE,SAINT LUCIE,FL,34953,3,1,1,18000,750,LANCER INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,969,,,1,Safety,,,0,,,,0,,,,,,,
3164517,NATIONAL INFINITY TRUCKING LLC,8428 ROCKRIDGE CT,JACKSONVILLE,DUVAL,FL,32244,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,626,,,99,Safety,99,Y,98,Y,0,,63,,,,,,97,Y
3164622,BIG DEAL TRUCKING INC,17045 SW 41ST AVE RD,OCALA,MARION,FL,34473,3,1,1,18000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,827,,,,,0,,,,,,0,,,,,,,
3164998,YANES TRANSPORT LLC,12321 SW 187 ST,MIAMI,MIAMI-DADE,FL,33177,3,1,1,18000,750,PROGRESSIVE CASUALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1241,,,,,,,,,,,0,,,,,,,
3165040,AMERICAN FLOW TRANSPORT LLC,1310 S AUDUBON DR,HOMESTEAD,MIAMI-DADE,FL,33035,3,1,1,18000,750,OCCIDENTAL FIRE AND CASUALTY CO. OF N.C.,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3165633,LAV DEDIC TRUCKING LLC,1894 75TH AVE N,ST PETERSBURG,PINELLAS,FL,33702,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3166326,BULLET PROOF TRANSPORT CORP,16900 SW 120TH CT,MIAMI,MIAMI-DADE,FL,33177,3,1,1,18000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,266,,,,,0,,,,,,0,,,,,,,
3166529,A & J SHIPPING LLC,4456 HUDNALL RD,JACKSONVILLE,DUVAL,FL,32207,3,1,1,18000,750,"NATIONAL TRANSPORTATION INSURANCE CO RRG, LLC",Federal,,,,,,,,X,,,X,,,,,,,X,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,2233,,,,,0,,,,,,0,,,,,,,
3166847,HNT TRANSPORT INC,55 NW 67TH AVE,MIAMI,MIAMI-DADE,FL,33126,3,1,1,18000,750,NORTHLAND INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1110,,,,,0,,,,,,0,,,,,,,
3167912,OTMAN EXPRESS LLC,3000 GORDON AVE S,LEHIGH ACRES,,FL,33973,3,1,1,18000,750,AMERICAN TRANSPORTATION GROUP INSURANCE RRG,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,N,N,494,,,,,0,,,,,,0,,,,,,,
3167912,OTMAN EXPRESS LLC,3000 GORDON AVE S,LEHIGH ACRES,,FL,33973,3,1,1,18000,750,"BULLDOG NATIONAL RISK RETENTION GROUP, INC.",Texas,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,N,N,494,,,,,0,,,,,,0,,,,,,,
3168078,THIERVEN7 LOGISTICS LLC,2081 W WOOLBRIGHT RD APT I103,BOYNTON BEACH,PALM BEACH,FL,33426,3,1,1,18000,750,CANAL INSURANCE CO.,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,43,,,,,,,,,,,0,,,,,,,
3168356,JEANCIRU TRANSPORTATION INC,3964 LAKE NED VILLAGE CIRCLE,WINTER HAVEN,POLK,FL,33884,3,1,1,18000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,885,,,79,Safety,0,,93,Y,,,0,,,,,,,
3168384,O AND O VALENCIA TRUCKING INC,7761 SW 134TH AVE,MIAMI,MIAMI-DADE,FL,33183-3322,3,1,1,18000,750,RIVERPORT INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
