DOT,Legal_Name,Business_State,business_county,County ,ISS,Years_In_Business,Number Of Trucks ,Yearly Premium
3650367,TRULOC LLC,FL,BROWARD,Normal,80,1,1,19500
3666133,A&E LOGISTICS SERVICES LLC,FL,ORANGE,Normal,80,0,1,19500
3681015,RM GOLDEN POINT LLC,FL,MIAMI-DADE,High Risk,80,0,1,22000
3674037,JR J AUTO TRANSPORT INC,FL,PALM BEACH,Normal,79,0,1,19500
3682567,RC CAR TRANSPORT LLC,FL,BROWARD,Normal,79,0,1,19500
3219194,PANORAMA LOGISTICS LLC,AR,FAULKNER,Normal,79,3,6,92500
3113455,DIRT DUST TRANSPORTATION LLC,FL,MIAMI-DADE,High Risk,79,4,5,90000
3139798,KOM TRANSPORT INC,TX,DALLAS,Normal,79,4,5,87500
3443398,W CENOBLE TRUCKING LLC,FL,BROWARD,Normal,79,1,5,87500
3025856,N TIME EXPRESS INC,FL,DUVAL,Normal,79,4,4,70500
1822020,AV TRANSPORT SOLUTIONS INC,FL,OSCEOLA,Normal,79,13,3,51500
2886574,MILITRANS INC,FL,DUVAL,Normal,79,6,3,51500
2914688,YMA EXPRESS CORP,FL,MIAMI-DADE,High Risk,79,5,3,56000
3386330,LLY TRANSPORT INC,FL,DUVAL,Normal,79,2,3,53500
3464461,KJMA TRANSPORTATION LLC,FL,ORANGE,Normal,79,1,3,53500
2517896,BISHOPS MARINE TRANSPORT LLC,FL,LAKE,Normal,79,7,2,34500
3123554,TRUCKER ROLL CALL INC,FL,SEMINOLE,Normal,79,4,2,36500
3210542,BROWNSTONE LOGISTICS LLC,FL,DUVAL,Normal,79,3,2,36500
2782690,BARCENAS LLC,FL,HILLSBOROUGH,Normal,79,6,1,17500
2926938,THE ALVAREZ TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,79,5,1,22000
3168356,JEANCIRU TRANSPORTATION INC,FL,POLK,Normal,79,3,1,19500
3426015,RETSOURCE LLC,FL,VOLUSIA,Normal,79,2,1,19500
3434968,S P FREIGHT LINES LLC,FL,GADSDEN,Normal,79,2,1,19500
3448799,FPF TRANSPORT LLC,TX,WEBB,Normal,79,1,1,19500
3502156,MY STAR TRUCK CORP,FL,PALM BEACH,Normal,79,1,1,19500
3670281,KAIROS YM LOGISTICS LLC,FL,MIAMI-DADE,High Risk,79,0,1,22000
3671480,COMPASS LOGISTICS INC,FL,PINELLAS,Normal,79,0,1,19500
3148811,F & J TRANSPORT USA CORP,FL,MIAMI-DADE,High Risk,78,4,1,22000
620781,BARBER'S SEAFOOD INC,FL,FRANKLIN,Normal,78,26,11,165500
3172465,XTREME MULTI-SERVICES LLC,FL,MIAMI-DADE,High Risk,78,3,4,73000
3545073,TROCHE TRANSPORT CORP,FL,MIAMI-DADE,High Risk,78,1,4,73000
3449171,CJR LLC,FL,BROWARD,Normal,78,1,3,53500
3582196,EDGAR TRANSPORTATION USA LLC,FL,MARION,Normal,78,1,3,53500
3327480,ALCOM EXPRESS LLC,TX,WILLIAMSON,Normal,78,2,2,36500
3327480,ALCOM EXPRESS LLC,TX,WILLIAMSON,Normal,78,2,2,36500
3384453,FIRST RATE FREIGHT LLC,FL,PASCO,Normal,78,2,2,36500
3430061,MINNIEFIELD ENTERPRISE LIMITED LIABILITY COMPANY,FL,POLK,Normal,78,2,2,36500
3440880,ML TRANSPORT EXPRESS INC,FL,MIAMI-DADE,High Risk,78,2,2,39000
3679847,ELITE ENTERPRISES & PLUS LLC,FL,ORANGE,Normal,78,0,2,36500
3457197,BEZEL TRUCKING LLC,FL,BROWARD,Normal,78,1,1,19500
3457840,REYES BROTHERS ENTERPRISES LLC,FL,MIAMI-DADE,High Risk,78,1,1,22000
3665343,CATAWBA TRANSPORT LOGISTIC LLC,FL,PALM BEACH,Normal,78,0,1,19500
3682167,STRIVE TRANS LLC,FL,ESCAMBIA,Normal,78,0,1,19500
3751769,BEE & TEE LOGISTICS LLC,FL,BROWARD,Normal,78,0,1,19500
3666267,ALEXANDRIA SYSTEMS INC,OH,,Normal,77,0,6,92500
2168953,WINNER'S TRANSPORTATION INC,FL,BROWARD,Normal,77,10,3,51500
3084483,THAINAN TRANSPORT INC,FL,PINELLAS,Normal,77,4,1,19500
2841098,FLORIDA COAST TRUCKING INC,FL,ORANGE,Normal,77,6,14,210500
3003392,EDDIE TRANSPORT INC,FL,HILLSBOROUGH,Normal,77,5,12,182500
3168656,TRUCKENS WAYS LLC,FL,PALM BEACH,Normal,77,3,10,152500
3286306,BA USA LOGISTICS LLC,FL,ORANGE,Normal,77,3,10,152500
2274339,MILIAN XPRESS INC,FL,LEE,Normal,77,10,5,85500
3266800,ICEMAN'S TRANSPORTATION LLC,FL,HILLSBOROUGH,Normal,77,3,4,70500
3297311,OLI TRANSPORT INC,FL,MIAMI-DADE,High Risk,77,3,4,73000
3314372,ZANY LOGISTICS LLC,FL,MANATEE,Normal,77,2,4,70500
3554857,ELITEGRAPHICSONLINE LLC,FL,HILLSBOROUGH,Normal,77,1,3,53500
3454139,ZIGGY TRUCKING LLC,FL,MARION,Normal,77,1,2,36500
3752959,ALLEN NATIONAL LOGISTICS LLC,FL,VOLUSIA,Normal,77,0,2,36500
2629750,ROCK LOGISTICS INC,FL,PALM BEACH,Normal,77,7,1,17500
3112806,NSD TRUCK LINE CORP,FL,MIAMI-DADE,High Risk,77,4,1,22000
3191231,DIEGUEZ TRANSPORT INC,FL,MIAMI-DADE,High Risk,77,3,1,22000
3224732,DEIVIS TRUCKING LLC,FL,VOLUSIA,Normal,77,3,1,19500
3267467,ATLAS XPRESS LLC,FL,MIAMI-DADE,High Risk,77,3,1,22000
3361981,CARGO FLEX LLC,FL,MIAMI-DADE,High Risk,77,2,1,22000
3437081,ADLC LOGISTICS LLC,FL,MIAMI-DADE,High Risk,77,2,1,22000
3443905,AB TRUCKING EXPRESS INC,FL,MIAMI-DADE,High Risk,77,1,1,22000
3455102,CDA SERVICES CORP,FL,MIAMI-DADE,High Risk,77,1,1,22000
3482305,CAM EXPRESS CORP,FL,MIAMI-DADE,High Risk,77,1,1,22000
3644875,SPAR10 LOGISTICS LLC,FL,MIAMI-DADE,High Risk,77,1,1,22000
3683573,R&G USA LOGISTICS LLC,FL,MIAMI-DADE,High Risk,77,0,1,22000
3451137,VITAL TRANSPORTATION LLC,FL,ORANGE,Normal,77,1,2,36500
2274339,MILIAN XPRESS INC,FL,LEE,Normal,77,10,5,85500
3017870,CROSSROAD TRANSPORT LOGISTICS LLC,FL,INDIAN RIVER,Normal,76,5,6,92500
2386307,SP COURIER CORP,FL,MIAMI-DADE,High Risk,76,9,3,54000
3709367,AGM HAULING LLC,FL,HILLSBOROUGH,Normal,76,0,2,36500
3445868,MON QUALITY TRANSPORT LLC,FL,MIAMI-DADE,High Risk,76,1,1,22000
2530957,SAVIVECO INC,FL,MARION,Normal,76,7,14,210500
1475638,FLAT RATE MOVING AND STORAGE LLC,FL,MIAMI-DADE,High Risk,76,16,7,108000
1475638,FLAT RATE MOVING AND STORAGE LLC,FL,MIAMI-DADE,High Risk,76,16,7,108000
3595311,CHRIST4LIFE TRUCKING AND LOGISTICS LLC,FL,SEMINOLE,Normal,76,1,7,107500
3379394,BLUNT ENTERPRISE,FL,DUVAL,Normal,76,2,6,92500
2956800,SUNRISE FREIGHT TRANSPORTATION CARRIER LLC,FL,COLLIER,Normal,76,5,4,70500
2989706,RL & MANN LLC,FL,OKALOOSA,Normal,76,5,4,70500
3081253,GARDI LLC,FL,PALM BEACH,Normal,76,4,3,53500
2883124,L & J DTA TRANSPORTS LLC,FL,LAKE,Normal,76,6,2,34500
3433945,DJ MOTORS TRANSPORTATION & LOGISTICS LLC,FL,MIAMI-DADE,High Risk,76,2,2,39000
3476340,GOLDWAY TRANSPORT LLC,FL,MIAMI-DADE,High Risk,76,1,2,39000
3050982,QUICKWAY TRANS LLC,FL,BROWARD,Normal,76,4,1,19500
3128591,ALL LOADS LOGISTIC LLC,FL,BROWARD,Normal,76,4,1,19500
3128831,LAINE TRANSPORTATION LLC,FL,PALM BEACH,Normal,76,4,1,19500
3235186,DDQ TRANSPORT INC,FL,MIAMI-DADE,High Risk,76,3,1,22000
3247036,TUA TRUCKING LLC,FL,SEMINOLE,Normal,76,3,1,19500
3282702,TAVIO TRANSPORT LLC,FL,LEE,Normal,76,3,1,19500
3723786,HANNAH MANAGEMENT SERVICES LLC,FL,PALM BEACH,Normal,76,0,1,19500
3435091,A&M CARRIERS LLC,GA,FULTON,Normal,75,2,11,167500
2802833,EZ-VYBZ TRUCKING LLC,FL,PALM BEACH,Normal,75,6,8,120500
3659095,AGK TRANSPORT CORP,WY,NATRONA,Normal,75,1,6,92500
3434745,JOSEPH TUCCI TRANSPORT LLC,FL,POLK,Normal,75,2,1,19500
158592,PRITCHETT TRUCKING INC,FL,UNION,Normal,74,48,275,4125500
158592,PRITCHETT TRUCKING INC,FL,UNION,Normal,74,48,275,4125500
1576003,HOMELAND 1 LOGISTICS LLC,FL,SAINT JOHNS,Normal,74,15,73,1095500
2207361,LIONHART TRANSPORTATION LLC,FL,SAINT JOHNS,Normal,74,10,51,765500
2207361,LIONHART TRANSPORTATION LLC,FL,SAINT JOHNS,Normal,74,10,51,765500
2207361,LIONHART TRANSPORTATION LLC,FL,SAINT JOHNS,Normal,74,10,51,765500
1118452,KANECA LLC,FL,DUVAL,Normal,74,19,60,900500
1118452,KANECA LLC,FL,DUVAL,Normal,74,19,60,900500
977023,WHITAKER INC,FL,CLAY,Normal,74,20,23,345500
2305628,PERRY EXPRESS LLC,FL,BREVARD,Normal,74,10,12,180500
2818556,EL PLATEADO CORP,FL,MIAMI-DADE,High Risk,74,6,12,183000
2818556,EL PLATEADO CORP,FL,MIAMI-DADE,High Risk,74,6,12,183000
1295621,LIBERA TRUCKING INC,FL,MARION,Normal,74,17,6,90500
3325439,G & H LAND AND TIMBER INVESTMENTS LLC,FL,NASSAU,Normal,73,2,6,92500
915370,FMX INC,FL,DUVAL,Normal,73,21,92,1380500
2166345,CONSTRUCTION MATERIALS OF NORTHWEST FLORIDA INC,FL,OKALOOSA,Normal,73,10,15,225500
1707053,R & N DIVERSIFIED SERVICES LLC,FL,NASSAU,Normal,73,14,9,135500
3015676,J & K TRANSPORT LLC,FL,DUVAL,Normal,73,5,8,122500
3070955,SHAMA ENTERPRISE LLC,FL,POLK,Normal,73,4,5,87500
3627892,KMD TRANSPORT LLC,TX,HARRIS,Normal,73,1,1,19500
2900542,TOP FLIGHT XPRESS LLC,FL,MARION,Normal,73,6,1,17500
1899547,H & M CONTAINER TRANSPORT INC,FL,MIAMI-DADE,High Risk,72,13,35,528000
2420686,WHITE RIVER TRANSPORTATION LLC,FL,SAINT JOHNS,Normal,72,8,30,450500
965075,GILCHRIST TRUCKING INC,FL,GILCHRIST,Normal,72,20,9,135500
845471,FLORIDA AGGREGATE TRANSPORT CORP,FL,PALM BEACH,Normal,72,22,45,675500
1259134,DHC TRUCKING INC,FL,MIAMI-DADE,High Risk,72,18,18,273000
2779218,HADDOCK TIMBER INC,FL,NASSAU,Normal,72,6,18,270500
1417760,XL LOGISTICS AND TRANSPORTATION CORP,FL,MIAMI-DADE,High Risk,72,16,16,243000
1417760,XL LOGISTICS AND TRANSPORTATION CORP,FL,MIAMI-DADE,High Risk,72,16,16,243000
3267811,AMAZON EXPRESS LLC,FL,PALM BEACH,Normal,72,3,10,152500
980153,RANDY'S HAULING & SITE PREP INC,FL,NASSAU,Normal,72,20,9,135500
2315848,U S FREIGHT LINES LLC,FL,DUVAL,Normal,72,10,8,120500
1666051,RS EXPRESS TRUCKING INC,FL,MIAMI-DADE,High Risk,72,14,7,108000
2174877,PRIME EXPRESS INC,FL,DUVAL,Normal,72,10,6,90500
1515199,RODNEY D HADDOCK,FL,NASSAU,Normal,70,16,18,270500
3078617,THOMAS BROTHERS TRUCKING LLC,FL,NASSAU,Normal,70,4,5,87500
2307005,AJ TRANSPORTATION OF NORTH FLORIDA LLC,FL,LEON,Normal,70,10,3,51500
1005825,SAM BUCKNER TRUCKING LLC,FL,SEMINOLE,Normal,68,20,10,150500
2548949,C&C EXCAVATING LLC,FL,SUWANNEE,Normal,68,7,6,90500
3137634,B FOUR TRUCKING LLC,FL,DUVAL,Normal,68,4,3,53500
3678030,AAL TRANSPORT CORP,FL,MIAMI-DADE,High Risk,67,0,2,39000
3324875,LAMAR 11 LLC,FL,ORANGE,Normal,67,2,2,36500
3169948,FUTURE TRUCKING INC,FL,BROWARD,Normal,67,3,1,19500
1408348,ARGA TRANSPORT INC,FL,COLLIER,Normal,66,16,10,150500
3328723,AUTOMOTIVE TRANSPORT,FL,VOLUSIA,Normal,66,2,4,70500
1809142,GOLDEN GATE LOGISTIC LLC,FL,HENDRY,Normal,66,13,3,51500
2305279,EVANS J TRANSPORT LLC,FL,ALACHUA,Normal,66,10,3,51500
3005926,ANGEL STAR EXPRESS LLC,FL,FLAGLER,Normal,66,5,1,19500
3124901,H & J TRANSPORT INC,FL,LEE,Normal,66,4,1,19500
3297486,AEC LOGISTICS LLC,TN,BLOUNT,Normal,66,3,1,19500
3057870,DOUBLE J WORLD TRANSPORT LLC,FL,BROWARD,Normal,65,4,7,107500
3095034,MKD LOGISTICS LLC,FL,PASCO,Normal,65,4,4,70500
3329836,24K TRUCKING INC,FL,MIAMI-DADE,High Risk,65,2,4,73000
3241508,LAMARC GROUP LLC,FL,BROWARD,Normal,64,3,9,137500
925717,R RODRIGUEZ TRUCKING CORP,FL,POLK,Normal,64,21,6,90500
3594139,MIDWAY FREIGHT LLC,FL,LEE,Normal,64,1,3,53500
1999347,WELCH TRUCKING LLC,FL,POLK,Normal,64,12,1,17500
2075921,C & S FREIGHT LLC,FL,LAKE,Normal,64,11,1,17500
1790941,FAX CARGO PICK UP AND DELIVERY CORP,FL,MIAMI-DADE,High Risk,63,13,4,71000
495716,AR PAQUETTE & CO INC,FL,VOLUSIA,Normal,63,29,20,300500
495716,AR PAQUETTE & CO INC,FL,VOLUSIA,Normal,63,29,20,300500
639065,KNOX NURSERY INC,FL,ORANGE,Normal,63,26,10,150500
2564711,AGILITY VAN LINES INC,FL,BROWARD,Normal,63,7,8,120500
2564711,AGILITY VAN LINES INC,FL,BROWARD,Normal,63,7,8,120500
3317218,TRANS GROUP L LLC,FL,MARION,Normal,63,2,5,87500
3208562,HAMIL LOGISTICS LLC,FL,HILLSBOROUGH,Normal,63,3,4,70500
2162305,RUSH LANE EXPRESS INC,FL,ORANGE,Normal,63,11,3,51500
2418874,8 BROTHERS INC,FL,DUVAL,Normal,63,8,3,51500
1973536,RED COACH INC,FL,ORANGE,Normal,62,12,31,465500
372163,HERC RENTALS INC,FL,LEE,Normal,62,32,913,13695500
372163,HERC RENTALS INC,FL,LEE,Normal,62,32,913,13695500
3063070,DELIVERED BY MIKE LLC,FL,DUVAL,Normal,62,4,5,87500
832779,AMOR TRANSPORTATION INC,FL,BROWARD,Normal,62,22,1,17500
832779,AMOR TRANSPORTATION INC,FL,BROWARD,Normal,62,22,1,17500
3102023,KJ1 TRUCKING INC,NC,WAKE,Normal,61,4,2,36500
2927865,SSC TRANSPORT INC,FL,POLK,Normal,61,5,1,19500
1404871,ECONOMY MOVING AND STORAGE LLC,FL,LEON,Normal,61,16,6,90500
1404871,ECONOMY MOVING AND STORAGE LLC,FL,LEON,Normal,61,16,6,90500
2470633,J'S TRUCK REFINISHING CENTER INC,FL,ORANGE,Normal,61,8,6,90500
478629,JORGE CASTILLO,FL,HILLSBOROUGH,Normal,61,30,4,68500
1902013,FAST WHEELS ENTERPRISE INC,FL,MIAMI-DADE,High Risk,61,13,3,54000
3625937,FONCKCORP LLC,FL,BROWARD,Normal,61,1,3,53500
1057485,JOHMAR TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,61,19,2,37000
3457530,T-REST TRUCKING LLC,FL,ORANGE,Normal,61,1,2,36500
2073556,BAN LOGISTICS LLC,WA,PIERCE,Normal,61,11,1,17500
3493890,BRINSON TRANSPORTATION LLC,FL,HILLSBOROUGH,Normal,61,1,1,19500
3644938,SKY LEVEL LOGISTIC LLC,FL,LEE,Normal,61,1,1,19500
3682680,PREFERRED EXPRESS INC,GA,FULTON,Normal,61,0,1,19500
1196553,SADDLE CREEK TRANSPORTATION INC,FL,POLK,Normal,60,18,471,7061000
1196553,SADDLE CREEK TRANSPORTATION INC,FL,POLK,Normal,60,18,471,7061000
159139,BROADLEAF CONTRACTING INC,GA,COLQUITT,Normal,60,48,53,791000
3144450,VIT EXPRESS LLC,FL,BROWARD,Normal,60,4,20,298000
2582155,GLOBAL LOGISTICS FREIGHT LLC,FL,DUVAL,Normal,60,7,16,236000
2869672,JDC LOGISTICS LLC,FL,ORANGE,Normal,60,6,15,221000
3430716,DDS TRANSPORT INC,FL,DUVAL,Normal,60,2,11,163000
2628835,MSA TRANSPORT SOLUTIONS INC,FL,DUVAL,Normal,60,7,7,101000
856609,LEWIS OIL COMPANY INC,FL,ALACHUA,Normal,59,22,12,176000
3005672,YULIOR TRANSPORT INC,FL,MIAMI-DADE,High Risk,59,5,6,90500
3249789,BULL TRANSPORTATION LLC,IN,MARION,Normal,59,3,6,88000
3739820,FENTY EXPRESS LLC,FL,MIAMI-DADE,High Risk,59,0,3,51500
3500223,TRIPLE G GLOBAL ENTERPRISES LLC,FL,BROWARD,Normal,59,1,1,15000
1646389,CWC TRANSPORTATION LLC,FL,MIAMI-DADE,High Risk,58,15,47,703500
3650177,FLOWTRANS LLC,FL,POLK,Normal,58,1,46,688000
1400295,THE GARDEN WHOLESALE INC,FL,DUVAL,Normal,58,16,30,446000
3286965,AB & RB EXPRESS CORP,FL,MIAMI-DADE,High Risk,58,3,11,165500
2922609,SAFE CARGO LOGISTICS LLC,FL,BROWARD,Normal,58,5,6,88000
2840894,PREMIER TRUCKING SOLUTIONS LLC,FL,PALM BEACH,Normal,58,6,5,81000
2785012,A & Y CARGO CORP,FL,MIAMI-DADE,High Risk,58,6,3,49500
2927042,GREGORY D MURPHY SR,FL,ESCAMBIA,Normal,57,5,1,15000
3667020,SES LOGISTICS LLC,FL,MIAMI-DADE,High Risk,57,0,1,17500
3723197,COLISEO TRUCKING INC,FL,MIAMI-DADE,High Risk,57,0,1,17500
3630672,FLORIDA TANK TRANSPORT LLC,FL,MARION,Normal,56,1,2,32000
500500,AVELINO A FERNANDEZ,FL,MIAMI-DADE,High Risk,56,29,1,15500
2918740,FAMILY FIRST TRANSPORT INC,FL,BREVARD,Normal,56,5,1,15000
3037409,IRON EAGLES HAULING SERVICES INC,FL,ORANGE,Normal,56,4,1,15000
3159770,FCM TRANSPORT LLC,FL,ORANGE,Normal,56,3,1,15000
3163709,SEGA MOTORS INC,FL,SAINT JOHNS,Normal,56,3,1,15000
3226502,ENRIQUE JR SORIA,FL,HILLSBOROUGH,Normal,56,3,1,15000
3269722,A&L UNLIMITED LLC,FL,PALM BEACH,Normal,56,3,1,15000
3294049,DLG TRUCKING INC,FL,PALM BEACH,Normal,56,3,1,15000
3321703,BELLA EXPRESS SERVICES INC,FL,MIAMI-DADE,High Risk,56,2,1,17500
3526205,AMJ26 LLC,FL,SAINT LUCIE,Normal,56,1,1,15000
3670043,ANTHONY'S FREIGHT INC,FL,MIAMI-DADE,High Risk,56,0,1,17500
3116698,A1A TRANSPORTATION GROUP INC,FL,PALM BEACH,Normal,55,4,7,103000
3116698,A1A TRANSPORTATION GROUP INC,FL,PALM BEACH,Normal,55,4,7,103000
2336118,EAZY MOVING CORP,FL,MIAMI-DADE,High Risk,55,9,2,32500
2336118,EAZY MOVING CORP,FL,MIAMI-DADE,High Risk,55,9,2,32500
2837333,2RV GLOBAL LLC,FL,SEMINOLE,Normal,55,6,2,30000
2904476,FMJ TRUCKING INC,FL,ORANGE,Normal,55,5,2,32000
3108712,TRANSCOLD EXPRESS LLC,FL,DUVAL,Normal,55,4,2,32000
3345030,BELO'S EXPRESS LLC,FL,CHARLOTTE,Normal,55,2,2,32000
3456844,FIGUEROA TRUCK LINE LLC,FL,COLLIER,Normal,55,1,2,32000
3592546,ALI BABA AMERICAN FREIGHT LLC,OH,LUCAS,Normal,55,1,2,32000
1326934,NEXT GENERATION CR COMPANY LLC,FL,ORANGE,Normal,55,17,1,13000
2318656,ADAM AYED ENTERPRISES LLC,FL,ORANGE,Normal,54,9,42,626000
2448613,FRONTWAY TRANSPORT LLC,FL,PINELLAS,Normal,54,8,2,30000
2723879,RELIANCE EXPRESS INC,FL,MIAMI-DADE,High Risk,54,7,9,133500
2083809,A1A CARRIERS LLC,FL,MIAMI-DADE,High Risk,54,11,4,66500
3647577,LONE STAR EXPRESS LLC,WI,ASHLAND,Normal,54,1,3,49000
1044902,AZM TRANSPORTATION INC,FL,PASCO,Normal,54,19,2,30000
1527745,JAX EXPRESS INC,FL,DUVAL,Normal,54,15,2,30000
2935391,BST TRUCKING LLC,FL,PALM BEACH,Normal,54,5,2,32000
3151405,ORLL TRUCKING CORP,FL,MIAMI-DADE,High Risk,54,4,2,34500
3169740,PREMIER TRANSPORT USA INC,FL,HILLSBOROUGH,Normal,54,3,2,32000
3306207,BAM FREIGHT CORP,FL,MIAMI-DADE,High Risk,54,2,2,34500
3478787,POINT TO POINT TRANSPORT CORP,FL,DUVAL,Normal,54,1,2,32000
3567533,LAMBERTS SERVICES LLC,FL,ORANGE,Normal,54,1,2,32000
3454893,JURGEN TRUCKIN INC,FL,DUVAL,Normal,54,1,1,15000
88215,GATE FUEL SERVICE INC,FL,DUVAL,Normal,53,48,59,881000
1343831,MCCALLUM GROUP ENTERPRISES INC,FL,HILLSBOROUGH,Normal,53,17,12,176000
3611088,OUTMATCH LOGISTICS LLC,FL,SARASOTA,Normal,53,1,6,88000
2898772,ALNICO INTERNATIONAL LLC,FL,BROWARD,Normal,53,6,5,81000
3435763,CARGO 365 LLC,FL,BROWARD,Normal,53,2,5,83000
3124443,SL SEVENTEEN LLC,FL,MIAMI-DADE,High Risk,53,4,4,68500
3345851,A&C INTERNATIONAL CARGO EXPRESS LLC,FL,POLK,Normal,53,2,3,49000
2331542,C & F TRANSPORTATION INC,FL,PASCO,Normal,53,9,2,30000
2522608,CMX AUTO TRANSPORT INC,FL,OSCEOLA,Normal,53,7,2,30000
3119092,CLK CHARTERS INC,FL,ORANGE,Normal,52,4,8,118000
3365754,CREATIVE TRADING LLC,NC,CATAWBA,Normal,52,2,2,32000
2421732,NIJAZ TRUCKING INC,FL,DUVAL,Normal,52,8,8,116000
3395330,HISPEED DELIVERY CORP,FL,MIAMI-DADE,High Risk,52,2,6,90500
1049630,SEASIDE CARRIERS CORP,FL,VOLUSIA,Normal,52,19,4,64000
3173458,M&D RIVERA TRANSPORT LLC,FL,BROWARD,Normal,52,3,4,66000
1586785,A & H TRANSPORT INC,FL,PALM BEACH,Normal,52,15,2,30000
2376410,USAVE AUTO TRANSPORT CORP,FL,MIAMI-DADE,High Risk,52,9,2,32500
2842056,STAR TRUCKING SERVICE CORP,FL,MIAMI-DADE,High Risk,52,6,2,32500
1203755,BREWINGTON TOWING & RECOVERY LLC,FL,HILLSBOROUGH,Normal,51,18,20,296000
2298970,GO LOGISTICS INC,FL,DUVAL,Normal,51,10,11,161000
2901390,ABSOLUTE TOTAL SERVICES LLC,FL,PALM BEACH,Normal,51,6,6,86000
885761,SUNCOAST TRANSPORT ENTERPRISES INC,FL,COLUMBIA,Normal,51,22,3,47000
3023735,1RCM & ASSOCIATES LLC,FL,DUVAL,Normal,51,4,3,49000
3765209,SPEED TRUCK TRANSPORT INC,FL,BROWARD,Normal,51,0,3,49000
3100933,KINGDOM TRANSPORT GROUP LLC,FL,ORANGE,Normal,51,4,1,15000
2325792,TWIN BROTHERS TRANSPORT CORP,FL,MIAMI-DADE,High Risk,50,9,8,118500
2414994,JIB ENTERPRISES INC,FL,HERNANDO,Normal,50,9,8,116000
3416201,YKL TRANSPORT LLC,FL,LEE,Normal,50,2,6,88000
2327516,MIA'S TRANSPORT INC,FL,MIAMI-DADE,High Risk,50,9,3,49500
3271781,TRUCKER INC,OH,CUYAHOGA,Normal,49,3,10,148000
3338442,THE TRANSPORT BUDDY LLC,WY,FREMONT,Normal,49,2,1,15000
3581841,NEXT LEVEL TRUCKING LOGISTICS LLC,FL,JEFFERSON,Normal,49,1,1,15000
3074592,ROUND TURN CORP,FL,MIAMI-DADE,High Risk,49,4,6,90500
3235429,HIGH ROADS USA LLC,FL,MIAMI-DADE,High Risk,49,3,5,85500
3323982,RG & EV LOGISTICS CORP,FL,LEE,Normal,49,2,5,83000
692173,ALEXANDER TRUCKING INC,FL,PASCO,Normal,49,25,4,64000
3130783,LEADING ON THE ROAD INC,FL,MIAMI-DADE,High Risk,49,4,4,68500
3646747,MOSKERA LOGISTIC CORP,FL,MIAMI-DADE,High Risk,49,1,4,68500
2256971,DOLOMITE TRUCKING,FL,SANTA ROSA,Normal,49,10,2,30000
3148060,BAHF TRUCKING INC,FL,MARION,Normal,49,4,2,32000
3479608,MAYDAY SAINTS SERVICES LLC,FL,SEMINOLE,Normal,49,1,2,32000
3692236,MAREVA LLC,FL,MIAMI-DADE,High Risk,49,0,2,34500
1914801,JC EXPRESS TRANSPORTATION INC,FL,SAINT LUCIE,Normal,49,12,1,13000
2947045,REESE INTERNATIONAL TRUCKING INC,FL,POLK,Normal,49,5,1,15000
3035817,JM EXPRESS GROUP CORP,FL,MIAMI-DADE,High Risk,49,4,1,17500
3267736,CNP TRANSPORT LLC,FL,ESCAMBIA,Normal,49,3,1,15000
3609839,SEBASTIAN EXPRESS LLC,FL,MIAMI-DADE,High Risk,49,1,1,17500
1844865,CARGO TRUCKING INC,FL,BROWARD,Normal,48,13,8,116000
3461397,FK TRANSPORT CORP,MA,MIDDLESEX,Normal,48,1,1,15000
2477652,J & R REFRIGERATED EXPRESS INC,FL,SANTA ROSA,Normal,48,8,9,131000
1620663,HAVANOS TRUCKING LLC,FL,DUVAL,Normal,48,15,6,86000
2886575,USA NATIONAL EXPRESS LLC,FL,PALM BEACH,Normal,48,6,4,64000
1271758,FRITZ EWINS INC,FL,MIAMI-DADE,High Risk,48,17,3,49500
1296139,SKYLINE TRANSPORTATION INC,FL,ORANGE,Normal,48,17,3,47000
2031180,LION ZION TRUCKING LLC,FL,ORANGE,Normal,48,12,3,47000
2166537,JBM MAX LLC,FL,MIAMI-DADE,High Risk,48,10,3,49500
2331290,JUSTIN BRIAN THOMAS,FL,JACKSON,Normal,48,9,3,47000
3145344,SILENT EXPRESS CORP,FL,INDIAN RIVER,Normal,48,4,3,49000
3304885,HG EXPRESS LLC,NJ,MIDDLESEX,Normal,48,2,3,49000
2031861,C & R TRANSPORT LLC,FL,POLK,Normal,48,12,2,30000
2896096,FIRST COAST TRANSPORT LLC,FL,BRADFORD,Normal,48,6,2,30000
3024923,RCM TRANSPORT SERVICES INC,FL,MIAMI-DADE,High Risk,48,4,2,34500
3362315,WHITE DOGS LOGISTICS CORP,FL,,Normal,48,2,2,32000
3362315,WHITE DOGS LOGISTICS CORP,FL,,Normal,48,2,2,32000
3410097,OAB TRANSPORT LLC,FL,PASCO,Normal,48,2,2,32000
3415464,H & B LOGISTICS LLC,CO,EL PASO,Normal,48,2,2,32000
3447801,CURRY & THOMPSON LOGISTICS LLC,FL,SARASOTA,Normal,48,1,2,32000
2827691,NIGEL ONE PRODUCTIONS INCORPORATED,FL,ESCAMBIA,Normal,48,6,1,13000
3416548,81 FREIGHT SOLUTIONS CORP,FL,MIAMI-DADE,High Risk,48,2,1,17500
3450381,LOBATO LOGISTICS INC,FL,COLLIER,Normal,48,1,1,15000
3561460,NEWAGE LOGISTICS LLC,FL,BROWARD,Normal,48,1,1,15000
